g,h,Value
block56,block119,3471
block56,block12,6992
block56,block120,3994
block56,block121,5262
block56,block122,4527
block56,block123,5281
block56,block124,5645
block56,block125,5983
block56,block126,5258
block56,block127,3480
block56,block128,3650
block56,block129,5648
block56,block13,6754
block56,block130,5246
block56,block131,5706
block56,block132,5903
block56,block133,5638
block56,block134,3461
block56,block135,7411
block56,block14,5476
block56,block15,5907
block56,block16,5500
block56,block17,5009
block56,block18,5299
block56,block19,5795
block56,block2,6890
block56,block20,6170
block56,block21,5637
block56,block22,4606
block56,block23,3984
block56,block24,4195
block56,block25,4387
block56,block26,4720
block56,block27,5257
block56,block28,3720
block56,block29,3523
block56,block3,6654
block56,block30,3163
block56,block31,3070
block56,block32,2241
block56,block33,3804
block56,block34,3412
block56,block35,2942
block56,block36,2536
block56,block37,4648
block56,block38,4131
block56,block39,3832
block56,block4,6829
block56,block40,3022
block56,block41,1564
block56,block42,2775
block56,block43,2021
block56,block44,1664
block56,block45,2225
block56,block46,1564
block56,block47,1023
block56,block48,467
block56,block49,1971
block56,block5,7787
block56,block50,1822
block56,block51,2589
block56,block52,1137
block56,block53,1249
block56,block54,1095
block56,block55,999
block56,block56,0
block56,block57,553
block56,block58,2701
block56,block59,2239
block56,block6,6556
block56,block60,8131
block56,block61,8559
block56,block62,9382
block56,block63,9180
block56,block64,9655
block56,block65,8978
block56,block66,9348
block56,block67,6534
block56,block68,5353
block56,block69,5889
block56,block7,7470
block56,block70,5367
block56,block71,5760
block56,block72,5506
block56,block73,4672
block56,block74,6050
block56,block75,6395
block56,block76,6067
block56,block77,8138
block56,block78,7769
block56,block79,8370
block56,block8,6626
block56,block80,3852
block56,block81,4903
block56,block82,4808
block56,block83,5390
block56,block84,5567
block56,block85,7654
block56,block86,8908
block56,block87,7499
block56,block88,7346
block56,block89,3530
block56,block9,6088
block56,block90,2099
block56,block91,2924
block56,block92,4744
block56,block93,4657
block56,block94,5208
block56,block95,5615
block56,block96,5746
block56,block97,9030
block56,block98,7733
block56,block99,5206
block56,C1,6837
block56,C10,4302
block56,C11,2517
block56,C12,7115
block56,C13,2692
block56,C14,3649
block56,C15,2579
block56,C16,1280
block56,C17,2522
block56,C18,7643
block56,C19,4325
block56,C2,2951
block56,C20,6053
block56,C21,2977
block56,C22,5213
block56,C23,5619
block56,C24,5900
block56,C25,7786
block56,C26,7966
block56,C27,1247
block56,C28,5352
block56,C29,7490
block56,C3,5402
block56,C30,5942
block56,C31,5304
block56,C32,9763
block56,C33,3381
block56,C34,7086
block56,C35,7246
block56,C36,831
block56,C37,6156
block56,C38,4787
block56,C39,8459
block56,C4,3266
block56,C40,4297
block56,C41,3570
block56,C42,2097
block56,C43,2960
block56,C44,6096
block56,C45,8911
block56,C46,4995
block56,C47,5363
block56,C48,6007
block56,C49,10053
block56,C5,300
block56,C50,5485
block56,C51,793
block56,C52,3132
block56,C53,2284
block56,C54,9785
block56,C6,2680
block56,C7,2388
block56,C8,4584
block56,C9,7416
block57,block1,7956
block57,block10,6148
block57,block100,5796
block57,block101,6187
block57,block102,5244
block57,block103,7690
block57,block104,7541
block57,block105,9405
block57,block106,8484
block57,block107,6603
block57,block108,6841
block57,block109,7766
block57,block11,6466
block57,block110,2901
block57,block111,2228
block57,block112,3494
block57,block113,2927
block57,block114,3117
block57,block115,3106
block57,block116,2249
block57,block117,2464
block57,block118,1723
block57,block119,2687
block57,block12,7415
block57,block120,3660
block57,block121,5060
block57,block122,4326
block57,block123,5080
block57,block124,5444
block57,block125,5782
block57,block126,6007
block57,block127,4228
block57,block128,3041
block57,block129,5447
block57,block13,7177
block57,block130,5045
block57,block131,5505
block57,block132,5702
block57,block133,5437
block57,block134,3885
block57,block135,8152
block57,block14,6225
block57,block15,6331
block57,block16,5924
block57,block17,5433
block57,block18,5723
block57,block19,6219
block57,block2,7314
block57,block20,6593
block57,block21,6060
block57,block22,5030
block57,block23,4408
block57,block24,4944
block57,block25,4811
block57,block26,5144
block57,block27,5681
block57,block28,4469
block57,block29,4395
block57,block3,7078
block57,block30,3949
block57,block31,3819
block57,block32,3043
block57,block33,4228
block57,block34,3835
block57,block35,3365
block57,block36,2959
block57,block37,5071
block57,block38,4555
block57,block39,4255
block57,block4,7252
block57,block40,3445
block57,block41,1988
block57,block42,3687
block57,block43,3014
block57,block44,2420
block57,block45,3192
block57,block46,2531
block57,block47,2086
block57,block48,1588
block57,block49,2394
block57,block5,8210
block57,block50,2245
block57,block51,3013
block57,block52,1560
block57,block53,1672
block57,block54,1150
block57,block55,1175
block57,block56,553
block57,block57,0
block57,block58,2092
block57,block59,1630
block57,block6,6980
block57,block60,8933
block57,block61,8982
block57,block62,9806
block57,block63,9603
block57,block64,10078
block57,block65,9401
block57,block66,9772
block57,block67,6958
block57,block68,5873
block57,block69,6313
block57,block7,7894
block57,block70,5791
block57,block71,6184
block57,block72,5930
block57,block73,5096
block57,block74,6474
block57,block75,6819
block57,block76,6490
block57,block77,8562
block57,block78,8193
block57,block79,8794
block57,block8,7050
block57,block80,4275
block57,block81,5326
block57,block82,5232
block57,block83,5813
block57,block84,5990
block57,block85,8077
block57,block86,9331
block57,block87,7923
block57,block88,7769
block57,block89,3195
block57,block9,6511
block57,block90,2128
block57,block91,2723
block57,block92,4559
block57,block93,4456
block57,block94,5632
block57,block95,6038
block57,block96,5572
block57,block97,8829
block57,block98,7532
block57,block99,4872
block57,C1,7639
block57,C10,4100
block57,C11,2609
block57,C12,7863
block57,C13,2083
block57,C14,4073
block57,C15,3003
block57,C16,1078
block57,C17,2321
block57,C18,7309
block57,C19,4749
block57,C2,2889
block57,C20,6477
block57,C21,3401
block57,C22,5636
block57,C23,5418
block57,C24,5788
block57,C25,8210
block57,C26,8389
block57,C27,2240
block57,C28,5775
block57,C29,7914
block57,C3,5826
block57,C30,6366
block57,C31,5727
block57,C32,10186
block57,C33,3805
block57,C34,7510
block57,C35,7995
block57,C36,2269
block57,C37,5955
block57,C38,4468
block57,C39,8258
block57,C4,3132
block57,C40,4721
block57,C41,4491
block57,C42,2520
block57,C43,3953
block57,C44,6519
block57,C45,9335
block57,C46,4661
block57,C47,5029
block57,C48,5806
block57,C49,10477
block57,C5,1418
block57,C50,5250
block57,C51,811
block57,C52,3069
block57,C53,2083
block57,C54,9451
block57,C6,2348
block57,C7,2187
block57,C8,4671
block57,C9,7840
block58,block1,7950
block58,block10,7778
block58,block100,6679
block58,block101,7070
block58,block102,6127
block58,block103,8573
block58,block104,8424
block58,block105,10288
block58,block106,9367
block58,block107,7486
block58,block108,7725
block58,block109,8649
block58,block11,8097
block58,block110,868
block58,block111,821
block58,block112,1460
block58,block113,1629
block58,block114,2412
block58,block115,2357
block58,block116,2238
block58,block117,1716
block58,block118,2606
block58,block119,1939
block58,block12,9046
block58,block120,4543
block58,block121,5944
block58,block122,5209
block58,block123,5963
block58,block124,6885
block58,block125,7224
block58,block126,6002
block58,block127,4223
block58,block128,1007
block58,block129,5955
block58,block13,8807
block58,block130,5928
block58,block131,6446
block58,block132,5919
block58,block133,5733
block58,block134,5222
block58,block135,9172
block58,block14,6220
block58,block15,6788
block58,block16,7554
block58,block17,7063
block58,block18,7353
block58,block19,7849
block58,block2,8560
block58,block20,8135
block58,block21,5492
block58,block22,6114
block58,block23,6038
block58,block24,4939
block58,block25,5491
block58,block26,6774
block58,block27,7311
block58,block28,4464
block58,block29,4465
block58,block3,8708
block58,block30,5397
block58,block31,3813
block58,block32,4322
block58,block33,5858
block58,block34,5466
block58,block35,4996
block58,block36,4590
block58,block37,6702
block58,block38,6185
block58,block39,5886
block58,block4,8883
block58,block40,5076
block58,block41,3618
block58,block42,3510
block58,block43,3323
block58,block44,3816
block58,block45,2960
block58,block46,2803
block58,block47,3110
block58,block48,3219
block58,block49,4025
block58,block5,9841
block58,block50,3876
block58,block51,4493
block58,block52,3191
block58,block53,3013
block58,block54,2538
block58,block55,3054
block58,block56,2706
block58,block57,2092
block58,block58,0
block58,block59,705
block58,block6,8610
block58,block60,9892
block58,block61,11232
block58,block62,12056
block58,block63,11853
block58,block64,12328
block58,block65,11651
block58,block66,12022
block58,block67,8295
block58,block68,7113
block58,block69,7783
block58,block7,9524
block58,block70,7261
block58,block71,7654
block58,block72,7399
block58,block73,6566
block58,block74,7944
block58,block75,8289
block58,block76,7960
block58,block77,12922
block58,block78,13057
block58,block79,13658
block58,block8,7497
block58,block80,5745
block58,block81,6796
block58,block82,6702
block58,block83,7283
block58,block84,7460
block58,block85,12438
block58,block86,13566
block58,block87,12283
block58,block88,12633
block58,block89,4079
block58,block9,7915
block58,block90,3516
block58,block91,3606
block58,block92,5442
block58,block93,5339
block58,block94,6615
block58,block95,7114
block58,block96,6455
block58,block97,11224
block58,block98,10005
block58,block99,5755
block58,C1,8597
block58,C10,4349
block58,C11,2173
block58,C12,7858
block58,C13,9
block58,C14,5412
block58,C15,4340
block58,C16,2466
block58,C17,3204
block58,C18,8192
block58,C19,6379
block58,C2,3862
block58,C20,8107
block58,C21,5031
block58,C22,5916
block58,C23,5715
block58,C24,6671
block58,C25,9680
block58,C26,11309
block58,C27,3579
block58,C28,7245
block58,C29,9544
block58,C3,7456
block58,C30,7836
block58,C31,7358
block58,C32,12436
block58,C33,4328
block58,C34,9140
block58,C35,7990
block58,C36,3978
block58,C37,7729
block58,C38,5351
block58,C39,10731
block58,C4,4100
block58,C40,5704
block58,C41,4387
block58,C42,3990
block58,C43,3776
block58,C44,8149
block58,C45,11584
block58,C46,5544
block58,C47,5912
block58,C48,6689
block58,C49,14352
block58,C5,3048
block58,C50,6133
block58,C51,2441
block58,C52,4242
block58,C53,2966
block58,C54,10334
block58,C6,1375
block58,C7,3330
block58,C8,5555
block58,C9,9356
block59,block1,7829
block59,block10,7249
block59,block100,6291
block59,block101,6682
block59,block102,5739
block59,block103,8184
block59,block104,8035
block59,block105,9899
block59,block106,8978
block59,block107,7097
block59,block108,7336
block59,block109,8260
block59,block11,7567
block59,block110,1453
block59,block111,847
block59,block112,2045
block59,block113,1790
block59,block114,1980
block59,block115,1969
block59,block116,2090
block59,block117,1327
block59,block118,2217
block59,block119,1550
block59,block12,8517
block59,block120,4154
block59,block121,5555
block59,block122,4821
block59,block123,5575
block59,block124,5938
block59,block125,6276
block59,block126,5880
block59,block127,4102
block59,block128,1592
block59,block129,5941
block59,block13,8278
block59,block130,5539
block59,block131,6000
block59,block132,5483
block59,block133,5297
block59,block134,4693
block59,block135,8643
block59,block14,6098
block59,block15,6666
block59,block16,7025
block59,block17,6534
block59,block18,6824
block59,block19,7320
block59,block2,8439
block59,block20,7606
block59,block21,5371
block59,block22,6131
block59,block23,5509
block59,block24,4817
block59,block25,5369
block59,block26,6245
block59,block27,6782
block59,block28,4342
block59,block29,4343
block59,block3,8179
block59,block30,5050
block59,block31,3692
block59,block32,4145
block59,block33,5329
block59,block34,4936
block59,block35,4467
block59,block36,4061
block59,block37,6173
block59,block38,5656
block59,block39,5357
block59,block4,8353
block59,block40,4547
block59,block41,3089
block59,block42,3389
block59,block43,3201
block59,block44,3522
block59,block45,2839
block59,block46,2681
block59,block47,2988
block59,block48,2690
block59,block49,3496
block59,block5,9312
block59,block50,3347
block59,block51,3964
block59,block52,2662
block59,block53,2484
block59,block54,2008
block59,block55,2525
block59,block56,2177
block59,block57,1563
block59,block58,705
block59,block59,0
block59,block6,8081
block59,block60,9363
block59,block61,9923
block59,block62,10747
block59,block63,10544
block59,block64,11019
block59,block65,10342
block59,block66,10713
block59,block67,7766
block59,block68,6584
block59,block69,7253
block59,block7,8995
block59,block70,6732
block59,block71,7125
block59,block72,6870
block59,block73,6037
block59,block74,7414
block59,block75,7760
block59,block76,7431
block59,block77,9503
block59,block78,9134
block59,block79,9735
block59,block8,7375
block59,block80,5216
block59,block81,6267
block59,block82,6173
block59,block83,6754
block59,block84,6931
block59,block85,9018
block59,block86,13177
block59,block87,8864
block59,block88,12244
block59,block89,3690
block59,block9,7613
block59,block90,2987
block59,block91,3217
block59,block92,5053
block59,block93,4951
block59,block94,6227
block59,block95,6726
block59,block96,6066
block59,block97,10836
block59,block98,9616
block59,block99,5366
block59,C1,8068
block59,C10,3960
block59,C11,1472
block59,C12,7737
block59,C13,696
block59,C14,4883
block59,C15,3811
block59,C16,1937
block59,C17,2721
block59,C18,7803
block59,C19,5850
block59,C2,3747
block59,C20,7578
block59,C21,4502
block59,C22,5794
block59,C23,5278
block59,C24,6282
block59,C25,9151
block59,C26,10920
block59,C27,3458
block59,C28,6716
block59,C29,9015
block59,C3,6927
block59,C30,7307
block59,C31,6828
block59,C32,11127
block59,C33,4207
block59,C34,8611
block59,C35,7868
block59,C36,3370
block59,C37,6449
block59,C38,4963
block59,C39,10343
block59,C4,3991
block59,C40,5315
block59,C41,4266
block59,C42,3461
block59,C43,3655
block59,C44,7620
block59,C45,10276
block59,C46,5156
block59,C47,5523
block59,C48,6301
block59,C49,13964
block59,C5,2519
block59,C50,5744
block59,C51,1912
block59,C52,3927
block59,C53,2577
block59,C54,9945
block59,C6,1360
block59,C7,2941
block59,C8,5166
block59,C9,9235
block6,block1,2178
block6,block10,1202
block6,block100,12111
block6,block101,12502
block6,block102,12107
block6,block103,15784
block6,block104,12671
block6,block105,14227
block6,block106,13306
block6,block107,14697
block6,block108,14935
block6,block109,15859
block6,block11,1079
block6,block110,9245
block6,block111,8749
block6,block112,14824
block6,block113,9448
block6,block114,9638
block6,block115,9675
block6,block116,8363
block6,block117,8486
block6,block118,11806
block6,block119,9209
block6,block12,1093
block6,block120,11537
block6,block121,12176
block6,block122,12855
block6,block123,13709
block6,block124,13719
block6,block125,14611
block6,block126,4174
block6,block127,6285
block6,block128,9562
block6,block129,14512
block6,block13,1515
block6,block130,14838
block6,block131,14570
block6,block132,14767
block6,block133,15506
block6,block134,5974
block6,block135,3371
block6,block14,3747
block6,block15,3462
block6,block16,2719
block6,block17,2231
block6,block18,1937
block6,block19,1880
block6,block2,2602
block6,block20,2293
block6,block21,3366
block6,block22,2753
block6,block23,2966
block6,block24,4581
block6,block25,4436
block6,block26,2905
block6,block27,2734
block6,block28,4812
block6,block29,4389
block6,block3,801
block6,block30,3704
block6,block31,5311
block6,block32,4581
block6,block33,3423
block6,block34,3810
block6,block35,4289
block6,block36,4690
block6,block37,3879
block6,block38,3697
block6,block39,4234
block6,block4,479
block6,block40,4787
block6,block41,5319
block6,block42,6855
block6,block43,5952
block6,block44,5651
block6,block45,6711
block6,block46,6215
block6,block47,6088
block6,block48,5899
block6,block49,5397
block6,block5,1070
block6,block50,5166
block6,block51,5279
block6,block52,5851
block6,block53,6988
block6,block54,6590
block6,block55,6675
block6,block56,6550
block6,block57,6983
block6,block58,8613
block6,block59,8151
block6,block6,0
block6,block60,1936
block6,block61,2521
block6,block62,4725
block6,block63,4921
block6,block64,7342
block6,block65,6877
block6,block66,8015
block6,block67,3199
block6,block68,4311
block6,block69,6431
block6,block7,753
block6,block70,6261
block6,block71,6768
block6,block72,7254
block6,block73,6690
block6,block74,7808
block6,block75,6914
block6,block76,7575
block6,block77,6832
block6,block78,7533
block6,block79,7888
block6,block8,2014
block6,block80,9305
block6,block81,8509
block6,block82,10262
block6,block83,7934
block6,block84,8313
block6,block85,7493
block6,block86,8284
block6,block87,8905
block6,block88,9175
block6,block89,10929
block6,block9,1562
block6,block90,6373
block6,block91,11252
block6,block92,10213
block6,block93,10771
block6,block94,10662
block6,block95,9171
block6,block96,11886
block6,block97,11744
block6,block98,11095
block6,block99,11477
block6,C1,2634
block6,C10,12674
block6,C11,8430
block6,C12,2086
block6,C13,8605
block6,C14,4937
block6,C15,6104
block6,C16,7443
block6,C17,8435
block6,C18,15403
block6,C19,3556
block6,C2,10429
block6,C20,503
block6,C21,3825
block6,C22,3785
block6,C23,15219
block6,C24,9954
block6,C25,8043
block6,C26,11002
block6,C27,6098
block6,C28,8696
block6,C29,773
block6,C3,1853
block6,C30,6627
block6,C31,2276
block6,C32,4338
block6,C33,4540
block6,C34,529
block6,C35,2217
block6,C36,5750
block6,C37,14529
block6,C38,10782
block6,C39,12276
block6,C4,9954
block6,C40,10234
block6,C41,6547
block6,C42,5844
block6,C43,7230
block6,C44,1515
block6,C45,6810
block6,C46,12522
block6,C47,12338
block6,C48,12120
block6,C49,7952
block6,C5,6689
block6,C50,11564
block6,C51,6706
block6,C52,9658
block6,C53,8197
block6,C54,14273
block6,C6,7914
block6,C7,12084
block6,C8,10513
block6,C9,2118
block60,block1,4156
block60,block10,3125
block60,block100,10199
block60,block101,10590
block60,block102,10196
block60,block103,13872
block60,block104,11261
block60,block105,12817
block60,block106,11896
block60,block107,12785
block60,block108,13024
block60,block109,13948
block60,block11,2452
block60,block110,12799
block60,block111,12126
block60,block112,13003
block60,block113,12355
block60,block114,12331
block60,block115,11925
block60,block116,11032
block60,block117,11183
block60,block118,9895
block60,block119,11633
block60,block12,1510
block60,block120,9625
block60,block121,10264
block60,block122,10944
block60,block123,11798
block60,block124,11808
block60,block125,12700
block60,block126,5419
block60,block127,7530
block60,block128,12938
block60,block129,12600
block60,block13,1747
block60,block130,12927
block60,block131,12659
block60,block132,12856
block60,block133,13595
block60,block134,5419
block60,block135,1961
block60,block14,4991
block60,block15,4707
block60,block16,3964
block60,block17,3465
block60,block18,3182
block60,block19,2703
block60,block2,3486
block60,block20,2289
block60,block21,5266
block60,block22,4645
block60,block23,4909
block60,block24,5825
block60,block25,5680
block60,block26,3760
block60,block27,3225
block60,block28,6654
block60,block29,6299
block60,block3,3173
block60,block30,5647
block60,block31,7254
block60,block32,6572
block60,block33,4589
block60,block34,4973
block60,block35,5452
block60,block36,6008
block60,block37,3915
block60,block38,4366
block60,block39,4585
block60,block4,2384
block60,block40,5525
block60,block41,7262
block60,block42,8100
block60,block43,7722
block60,block44,7464
block60,block45,9257
block60,block46,8135
block60,block47,8079
block60,block48,7842
block60,block49,6386
block60,block5,1024
block60,block50,6163
block60,block51,5945
block60,block52,6847
block60,block53,7227
block60,block54,7630
block60,block55,8666
block60,block56,8493
block60,block57,8927
block60,block58,12491
block60,block59,12121
block60,block6,2666
block60,block60,0
block60,block61,1065
block60,block62,2814
block60,block63,3010
block60,block64,5431
block60,block65,5467
block60,block66,6104
block60,block67,2290
block60,block68,3366
block60,block69,5021
block60,block7,1182
block60,block70,4910
block60,block71,5358
block60,block72,5844
block60,block73,6259
block60,block74,6398
block60,block75,5505
block60,block76,6165
block60,block77,5422
block60,block78,6123
block60,block79,6478
block60,block8,4754
block60,block80,7394
block60,block81,6598
block60,block82,8351
block60,block83,6524
block60,block84,6903
block60,block85,6083
block60,block86,6875
block60,block87,7495
block60,block88,7766
block60,block89,9018
block60,block9,4216
block60,block90,6614
block60,block91,9341
block60,block92,8302
block60,block93,8859
block60,block94,8751
block60,block95,7761
block60,block96,9975
block60,block97,10334
block60,block98,9686
block60,block99,9566
block60,C1,1892
block60,C10,10762
block60,C11,11127
block60,C12,4249
block60,C13,12482
block60,C14,4574
block60,C15,5549
block60,C16,7682
block60,C17,10685
block60,C18,13491
block60,C19,4195
block60,C2,8518
block60,C20,3144
block60,C21,5769
block60,C22,5030
block60,C23,13308
block60,C24,8544
block60,C25,6633
block60,C26,9593
block60,C27,7712
block60,C28,7287
block60,C29,1476
block60,C3,3097
block60,C30,5218
block60,C31,3498
block60,C32,2427
block60,C33,6483
block60,C34,1566
block60,C35,4117
block60,C36,7742
block60,C37,12618
block60,C38,8871
block60,C39,10866
block60,C4,8042
block60,C40,8323
block60,C41,7792
block60,C42,6027
block60,C43,8475
block60,C44,2404
block60,C45,5400
block60,C46,10611
block60,C47,10427
block60,C48,10209
block60,C49,6542
block60,C5,8633
block60,C50,9653
block60,C51,8649
block60,C52,7747
block60,C53,10447
block60,C54,12863
block60,C6,10459
block60,C7,10173
block60,C8,8602
block60,C9,3003
block61,block1,5157
block61,block10,3466
block61,block100,9069
block61,block101,9460
block61,block102,9065
block61,block103,10607
block61,block104,10197
block61,block105,11753
block61,block106,10831
block61,block107,11655
block61,block108,11894
block61,block109,12818
block61,block11,3049
block61,block110,11668
block61,block111,10995
block61,block112,11873
block61,block113,11225
block61,block114,11201
block61,block115,10794
block61,block116,9902
block61,block117,10052
block61,block118,8764
block61,block119,10503
block61,block12,2510
block61,block120,8495
block61,block121,9134
block61,block122,9814
block61,block123,10668
block61,block124,10678
block61,block125,11570
block61,block126,5033
block61,block127,7143
block61,block128,11808
block61,block129,11470
block61,block13,2092
block61,block130,11797
block61,block131,11528
block61,block132,11725
block61,block133,12465
block61,block134,5032
block61,block135,897
block61,block14,4605
block61,block15,4321
block61,block16,3577
block61,block17,3079
block61,block18,2796
block61,block19,2316
block61,block2,5369
block61,block20,1903
block61,block21,4879
block61,block22,4310
block61,block23,4523
block61,block24,5439
block61,block25,5294
block61,block26,3374
block61,block27,2839
block61,block28,6825
block61,block29,5912
block61,block3,4396
block61,block30,5261
block61,block31,6868
block61,block32,6138
block61,block33,4281
block61,block34,4586
block61,block35,5148
block61,block36,5548
block61,block37,3528
block61,block38,3980
block61,block39,4199
block61,block4,3866
block61,block40,5139
block61,block41,6876
block61,block42,7713
block61,block43,7509
block61,block44,7208
block61,block45,8871
block61,block46,7772
block61,block47,7645
block61,block48,7456
block61,block49,5999
block61,block5,3173
block61,block50,5776
block61,block51,5559
block61,block52,6461
block61,block53,6841
block61,block54,7244
block61,block55,8232
block61,block56,8107
block61,block57,8540
block61,block58,11360
block61,block59,10991
block61,block6,3512
block61,block60,1873
block61,block61,0
block61,block62,3101
block61,block63,2899
block61,block64,5079
block61,block65,4403
block61,block66,4773
block61,block67,1225
block61,block68,2478
block61,block69,3956
block61,block7,2849
block61,block70,3845
block61,block71,4293
block61,block72,4779
block61,block73,4274
block61,block74,5333
block61,block75,4440
block61,block76,5100
block61,block77,4357
block61,block78,5059
block61,block79,5413
block61,block8,4368
block61,block80,6264
block61,block81,5467
block61,block82,5474
block61,block83,5460
block61,block84,5838
block61,block85,5018
block61,block86,5810
block61,block87,6431
block61,block88,6701
block61,block89,7887
block61,block9,3830
block61,block90,6228
block61,block91,8210
block61,block92,7172
block61,block93,7729
block61,block94,7621
block61,block95,6696
block61,block96,7911
block61,block97,9270
block61,block98,8621
block61,block99,8435
block61,C1,1159
block61,C10,9632
block61,C11,9997
block61,C12,5065
block61,C13,11351
block61,C14,4187
block61,C15,5162
block61,C16,7296
block61,C17,9555
block61,C18,12361
block61,C19,3809
block61,C2,7387
block61,C20,3796
block61,C21,5382
block61,C22,4644
block61,C23,12178
block61,C24,7479
block61,C25,5568
block61,C26,8528
block61,C27,7655
block61,C28,6222
block61,C29,3727
block61,C3,2711
block61,C30,4153
block61,C31,3134
block61,C32,3482
block61,C33,6097
block61,C34,3073
block61,C35,5196
block61,C36,7308
block61,C37,11487
block61,C38,7741
block61,C39,9802
block61,C4,6912
block61,C40,7192
block61,C41,7406
block61,C42,6768
block61,C43,8088
block61,C44,2018
block61,C45,4336
block61,C46,9480
block61,C47,9297
block61,C48,9079
block61,C49,5478
block61,C5,8246
block61,C50,8522
block61,C51,8263
block61,C52,6617
block61,C53,9316
block61,C54,11798
block61,C6,10073
block61,C7,9043
block61,C8,7472
block61,C9,4885
block62,block1,6235
block62,block10,5518
block62,block100,9378
block62,block101,8765
block62,block102,9374
block62,block103,10943
block62,block104,10533
block62,block105,12089
block62,block106,11168
block62,block107,11964
block62,block108,12202
block62,block109,11701
block62,block11,5265
block62,block110,11977
block62,block111,11304
block62,block112,12181
block62,block113,11534
block62,block114,11509
block62,block115,11103
block62,block116,10211
block62,block117,10361
block62,block118,9073
block62,block119,10812
block62,block12,4317
block62,block120,8804
block62,block121,9443
block62,block122,10122
block62,block123,10976
block62,block124,10987
block62,block125,11879
block62,block126,7084
block62,block127,9195
block62,block128,12117
block62,block129,11779
block62,block13,4144
block62,block130,12106
block62,block131,11837
block62,block132,12034
block62,block133,12773
block62,block134,6771
block62,block135,2949
block62,block14,6657
block62,block15,6372
block62,block16,5629
block62,block17,5130
block62,block18,4848
block62,block19,4368
block62,block2,5565
block62,block20,3954
block62,block21,6931
block62,block22,6362
block62,block23,6575
block62,block24,7491
block62,block25,7346
block62,block26,5426
block62,block27,4891
block62,block28,8877
block62,block29,7964
block62,block3,5252
block62,block30,7313
block62,block31,8920
block62,block32,7924
block62,block33,6333
block62,block34,6638
block62,block35,7242
block62,block36,7360
block62,block37,5580
block62,block38,6032
block62,block39,6250
block62,block4,4463
block62,block40,6878
block62,block41,8662
block62,block42,9765
block62,block43,9074
block62,block44,8817
block62,block45,10164
block62,block46,9487
block62,block47,9432
block62,block48,9242
block62,block49,7738
block62,block5,3671
block62,block50,7515
block62,block51,7297
block62,block52,8200
block62,block53,8276
block62,block54,8679
block62,block55,10019
block62,block56,9173
block62,block57,9610
block62,block58,11669
block62,block59,11300
block62,block6,4745
block62,block60,2814
block62,block61,3185
block62,block62,0
block62,block63,645
block62,block64,3748
block62,block65,4789
block62,block66,4421
block62,block67,3277
block62,block68,4471
block62,block69,4293
block62,block7,3990
block62,block70,5186
block62,block71,4630
block62,block72,5116
block62,block73,5698
block62,block74,5670
block62,block75,4777
block62,block76,5437
block62,block77,4694
block62,block78,5396
block62,block79,5750
block62,block8,6420
block62,block80,6572
block62,block81,5902
block62,block82,5811
block62,block83,5796
block62,block84,6175
block62,block85,5355
block62,block86,6147
block62,block87,6767
block62,block88,7038
block62,block89,8196
block62,block9,5882
block62,block90,7663
block62,block91,8519
block62,block92,7481
block62,block93,8038
block62,block94,6627
block62,block95,7033
block62,block96,8247
block62,block97,9606
block62,block98,8958
block62,block99,8744
block62,C1,3211
block62,C10,9941
block62,C11,10305
block62,C12,6328
block62,C13,11660
block62,C14,5926
block62,C15,6901
block62,C16,8731
block62,C17,9863
block62,C18,11244
block62,C19,5861
block62,C2,7696
block62,C20,5223
block62,C21,7434
block62,C22,6696
block62,C23,12486
block62,C24,7816
block62,C25,5905
block62,C26,8865
block62,C27,9065
block62,C28,6559
block62,C29,3967
block62,C3,4763
block62,C30,4490
block62,C31,5186
block62,C32,387
block62,C33,8148
block62,C34,4373
block62,C35,6196
block62,C36,9094
block62,C37,11796
block62,C38,8050
block62,C39,10138
block62,C4,7221
block62,C40,7501
block62,C41,9457
block62,C42,7077
block62,C43,10140
block62,C44,4069
block62,C45,4722
block62,C46,9789
block62,C47,9605
block62,C48,9388
block62,C49,5814
block62,C5,9313
block62,C50,8390
block62,C51,9329
block62,C52,6926
block62,C53,9625
block62,C54,12135
block62,C6,12358
block62,C7,9352
block62,C8,7781
block62,C9,5082
block63,block1,6431
block63,block10,5315
block63,block100,9175
block63,block101,8562
block63,block102,9171
block63,block103,10741
block63,block104,10331
block63,block105,11887
block63,block106,10966
block63,block107,11761
block63,block108,12000
block63,block109,11499
block63,block11,4899
block63,block110,11774
block63,block111,11102
block63,block112,11979
block63,block113,11331
block63,block114,11307
block63,block115,10901
block63,block116,10008
block63,block117,10159
block63,block118,8870
block63,block119,10609
block63,block12,4359
block63,block120,8601
block63,block121,9240
block63,block122,9920
block63,block123,10774
block63,block124,10784
block63,block125,11676
block63,block126,6882
block63,block127,8993
block63,block128,11914
block63,block129,11576
block63,block13,3941
block63,block130,11903
block63,block131,11635
block63,block132,11832
block63,block133,12571
block63,block134,6568
block63,block135,2746
block63,block14,6454
block63,block15,6170
block63,block16,5427
block63,block17,4928
block63,block18,4645
block63,block19,4166
block63,block2,5761
block63,block20,3752
block63,block21,6729
block63,block22,6160
block63,block23,6372
block63,block24,7288
block63,block25,7143
block63,block26,5223
block63,block27,4688
block63,block28,8674
block63,block29,7762
block63,block3,5448
block63,block30,7110
block63,block31,8717
block63,block32,7722
block63,block33,6131
block63,block34,6436
block63,block35,7040
block63,block36,7157
block63,block37,5378
block63,block38,5829
